ZCTA5CE,year,job_count,job_accessibility
80103,2022,349,1843.5893971963253
80103,2023,431,1969.9001852802198
80104,2015,15162,29346.997041377184
80104,2016,8267,27882.332648531283
80104,2017,15916,31252.21876945793
80104,2018,15780,32113.032217010477
80104,2019,15863,32768.51406759307
80104,2020,15673,31862.509803696714
80104,2021,14565,31836.692227036365
80104,2022,15287,33800.73971716313
80104,2023,17220,35516.284306293346
80105,2015,140,638.1723950210737
80105,2016,122,688.7471427865335
80105,2017,127,718.0991448270679
80105,2018,214,734.7486013234931
80105,2019,166,751.8159141780712
80105,2020,198,755.5337171853264
80105,2021,133,739.9745045800719
80105,2022,162,761.1157979867041
80105,2023,172,853.7979279548314
80106,2015,284,3538.538796359909
80106,2016,331,3506.661018917103
80106,2017,416,3761.9459691447205
80106,2018,410,3889.3116398314555
80106,2019,351,3946.277262846125
80106,2020,345,3799.54919561213
80106,2021,383,3966.938510802109
80106,2022,546,4233.419005612242
80106,2023,465,4395.0177837373085
80107,2015,1895,23522.92253198872
80107,2016,2011,23848.748144399855
80107,2017,2090,25191.129919175288
80107,2018,2182,25962.813972536496
80107,2019,2239,26516.982650721802
80107,2020,1835,25589.164850921232
80107,2021,2403,26160.792680356673
80107,2022,2641,28033.224044527993
80107,2023,2799,29077.80311182005
80108,2015,6061,105065.89623993014
80108,2016,6303,104687.18334260416
80108,2017,6625,111508.22154674117
80108,2018,7175,115501.95416155437
80108,2019,8191,117851.91079139369
80108,2020,7995,113975.06099941471
80108,2021,9015,115005.73008196735
80108,2022,9237,122228.78347547431
80108,2023,9500,126273.0292773875
80109,2015,4016,55921.59139398924
80109,2016,4602,53862.33460420191
80109,2017,4943,59504.33462819985
80109,2018,4829,61368.08075671393
80109,2019,4864,62528.27757853399
80109,2020,4993,60703.071185868415
80109,2021,4792,60708.528321720136
80109,2022,5260,64437.99406809381
80109,2023,5594,67172.6322304179
80110,2015,25037,372730.8430776254
80110,2016,25943,381800.8824455858
80110,2017,25285,383225.3344960725
80110,2018,25076,396256.870303687
80110,2019,24402,398172.82093943865
80110,2020,22928,378552.66375175235
80110,2021,22772,377188.419830409
80110,2022,23853,404709.3932411831
80110,2023,24217,411435.7901270959
80111,2015,67208,349513.0324413833
80111,2016,70435,359462.38432456116
80111,2017,73214,364329.5280463044
80111,2018,74891,374923.7743488198
80111,2019,76272,379881.9516296697
80111,2020,73674,363986.9450353178
80111,2021,72763,364799.84143681754
80111,2022,75199,389116.574778952
80111,2023,76124,397165.7630613968
80112,2015,83431,285303.3344440073
80112,2016,87320,293813.361526921
80112,2017,87823,299192.2317052821
80112,2018,85397,306652.9987050204
80112,2019,88881,311653.53151899064
80112,2020,86621,299209.5378272226
80112,2021,89505,301105.6176587726
80112,2022,86938,318455.6717741962
80112,2023,91742,326318.64471899625
80113,2015,11124,390187.58882389945
80113,2016,10568,399897.0158962325
80113,2017,10350,401912.1123410929
80113,2018,10443,415676.5316388641
80113,2019,10676,418834.6461015388
80113,2020,10924,398821.20766957715
80113,2021,8487,397996.71232221223
80113,2022,11990,427704.2994514641
80113,2023,12375,434978.45362696034
80116,2015,895,22881.17294562941
80116,2016,921,22076.760495845654
80116,2017,950,24360.015445982513
80116,2018,973,25083.66033169795
80116,2019,1024,25620.320719320804
80116,2020,1072,24819.199077791312
80116,2021,1104,25076.346506848426
80116,2022,1157,26729.98743833716
80116,2023,1193,27963.809773081935
80117,2015,572,6020.388474335652
80117,2016,637,6108.394239855026
80117,2017,605,6428.828644969614
80117,2018,653,6625.967113560444
80117,2019,680,6778.751674579096
80117,2020,698,6514.645152981899
80117,2021,803,6727.902463281341
80117,2022,896,7277.393530561256
80117,2023,891,7552.956616078761
80118,2015,816,9986.16007837602
80118,2016,849,9625.673111509435
80118,2017,636,10531.937545779643
80118,2018,772,10844.89961731823
80118,2019,665,10996.71814734754
80118,2020,713,10757.127192112988
80118,2021,751,10786.878580777628
80118,2022,756,11441.775345423937
80118,2023,815,12025.512465819953
80120,2015,24428,289957.3723251069
80120,2016,23945,296626.5318453955
80120,2017,24754,299773.64646355866
80120,2018,25111,308923.2348273242
80120,2019,23352,310451.290889591
80120,2020,25522,297957.30862725957
80120,2021,21878,296014.9907197997
80120,2022,25224,316966.4600918982
80120,2023,25199,323483.0718071138
80121,2015,4655,346123.83108564006
80121,2016,4413,354782.636619159
80121,2017,4542,358292.96698143095
80121,2018,4239,369221.6339234406
80121,2019,4223,372304.4466620292
80121,2020,3981,356120.21565343946
80121,2021,4101,355637.8794845503
80121,2022,4278,380980.2681186003
80121,2023,4328,388234.28621438605
80122,2015,12050,298058.7054051541
80122,2016,11857,305518.64138155774
80122,2017,11842,309840.2176410397
80122,2018,11658,318899.468083898
80122,2019,11290,321809.62566922227
80122,2020,10757,308605.46877607825
80122,2021,10937,308382.2145738599
80122,2022,11558,329375.77788489714
80122,2023,11964,336405.55327136803
80123,2015,13878,270161.0552087703
80123,2016,13940,276221.34279822704
80123,2017,14399,278270.4346177391
80123,2018,14591,286853.0215392328
80123,2019,14817,288111.1058499045
80123,2020,13554,275289.5663973898
80123,2021,13056,273516.8359935319
80123,2022,13486,292374.16026723746
80123,2023,14213,298363.33422908385
80124,2015,15870,223472.18670742583
80124,2016,17240,229398.0833436902
80124,2017,19192,235508.89607165335
80124,2018,22988,242865.80303958143
80124,2019,23176,246382.14333118044
80124,2020,21537,236924.9353772832
80124,2021,21999,238453.85467518106
80124,2022,24848,253086.25194977285
80124,2023,25489,259767.790942198
80125,2015,4537,116570.2603421151
80125,2016,4630,119085.01296616846
80125,2017,4674,121626.79446657564
80125,2018,4905,125631.84703674952
80125,2019,4668,126924.86746041634
80125,2020,4762,122642.33785859152
80125,2021,4959,122389.66281440374
80125,2022,5329,130267.02318620127
80125,2023,5759,133681.15535592067
80126,2015,7785,228114.0167420635
80126,2016,8218,233745.08921083948
80126,2017,8451,238425.3445861909
80126,2018,8875,245821.6063458571
80126,2019,8826,248353.5082122055
80126,2020,8087,238776.05133525256
80126,2021,8083,238763.18990644143
80126,2022,9676,254510.00153608044
80126,2023,9216,260777.9829059344
80127,2015,11661,104650.24386658527
80127,2016,12986,107375.50227306757
80127,2017,12707,108599.49415506361
80127,2018,14605,111969.81471470122
80127,2019,14339,113210.5395920125
80127,2020,13215,109216.00258488084
80127,2021,13766,108850.07221150478
80127,2022,14632,115632.60824469147
80127,2023,15778,118198.06718732724
80128,2015,10315,191598.37033010856
80128,2016,10728,196180.8332765185
80128,2017,10737,198476.4254319577
80128,2018,9733,204701.8852730614
80128,2019,11037,206013.26704759724
80128,2020,12515,198171.41400332257
80128,2021,11812,196804.77268597335
80128,2022,11636,209926.14801285215
80128,2023,11592,214822.34172199722
80129,2015,10768,214160.5429046368
80129,2016,11740,219317.29244533618
80129,2017,12375,222988.31030292355
80129,2018,13072,230084.00165635464
80129,2019,12627,231818.35410224998
80129,2020,12635,223267.09749603536
80129,2021,12941,222358.79324821985
80129,2022,13610,237034.8262940555
80129,2023,14572,242824.76852180468
80130,2015,3427,216874.91134906403
80130,2016,3300,222302.78162015308
80130,2017,3683,227809.46057862192
80130,2018,3729,235137.68660080692
80130,2019,3505,238159.25118194585
80130,2020,3302,229074.95308002832
80130,2021,3226,229957.4362135799
80130,2022,3695,244769.68635178998
80130,2023,4027,251141.95269031165
80134,2015,12380,116578.76927200596
80134,2016,12910,118607.59807770517
80134,2017,13899,123904.1086277896
80134,2018,14348,127684.80501807718
80134,2019,15243,130170.41393659054
80134,2020,15380,125752.90491631668
80134,2021,16659,127410.73634881519
80134,2022,18231,135358.74005831723
80134,2023,19095,139437.1738946923
80135,2015,1430,14280.283234833316
80135,2016,1423,14280.846092403282
80135,2017,1246,15002.805764324048
80135,2018,1507,15478.668301791276
80135,2019,1540,15679.273828972979
