ZCTA5CE,commute_min_proxy_2019,ttw_total_2019
91042,36.70733774620601,12388
91101,32.9512816011236,11392
91103,31.846740806883677,12319
91104,32.430629575402634,17075
91105,33.75804010594022,5286
91106,31.465955826351866,13130
91107,32.09403783918347,16068
91108,32.05442964678633,5181
91201,28.88841139546113,10355
91202,31.696367763904654,10572
91203,31.733994589720467,7763
91204,32.289450577019565,7972
91205,31.361099403937626,16609
91206,31.685391351571514,14731
91207,34.89134515119917,4795
91208,31.24377322141186,7267
91214,35.24170341985395,13831
91301,33.102426483853506,11086
91302,37.97300099161633,11093
91303,32.64283991558637,16585
91304,34.893930277161445,26591
91306,35.44125797783003,23816
91307,36.55717147086998,11483
91311,34.72604092797082,19742
91316,40.6554631129436,13582
91321,33.555951340815916,14879
91324,33.57653350332908,14118
91325,34.16270098356794,16979
91326,40.67876486518309,16986
91330,19.423625254582486,982
91331,32.767599067599065,47190
91335,36.00316274468971,38416
91340,32.42468152866242,15700
91342,36.097414689593464,41349
91343,36.95479290328928,30493
91344,36.24424121988807,24658
91345,35.820776126177236,8813
91350,39.53103220379717,16644
91351,39.698568702290075,15720
91352,32.304606535429166,20167
91354,39.525598450255984,14454
91355,37.184590690208665,13083
91356,37.46039182282794,12914
91364,40.607178841309825,11910
91367,34.93486217280519,21585
91381,41.14017341040462,8650
91384,37.10939964739723,10777
91387,44.98669062874407,19197
91390,43.61547870565996,8993
91401,37.874719101123596,19580
91402,36.02302446256486,33725
91403,38.03998944670587,13266
91405,37.16213921901528,25916
91406,36.57878189661476,27354
91411,37.24060447820239,12639
91423,36.32893356643357,17160
91436,34.399542259277425,6117
91501,32.50629260618773,9535
91502,27.757809487080603,5186
91504,33.80896363184492,12071
91505,32.476740382098924,15284
91506,30.107959641255604,8920
91601,34.49100943102912,19298
91602,33.749267399267396,10920
91604,36.805776173285196,16620
91605,34.456496325985306,23952
91606,33.93137450199203,20080
91607,33.26300786369594,15260
91608,31.761904761904763,21
91702,32.021384753239595,29016
91706,35.10855291330041,35029
91711,30.530559949383107,15805
91722,38.3234525365332,16834
91723,35.84154541446208,9072
91724,40.94435756029303,12149
91731,33.34672718187875,12008
91732,33.661891066609854,28164
91733,31.741404241645245,18672
91740,37.1412921590615,11593
91741,37.4027706074686,11622
91744,34.59536763359577,38231
91745,38.98891671884784,23955
91746,35.98019146948941,12848
91748,35.355525034938076,20751
91750,36.1930222663452,14102
91754,33.752507770556655,14156
91755,32.58045532646048,11640
91765,39.87789178661346,21051
91766,33.64823927909504,31294
91767,34.35682043874695,22154
91768,34.38152365460214,14754
91770,33.57646566773349,27496
91773,36.63587099316868,15224
91775,34.60998888065234,10792
91776,32.53437140824257,18271
91780,35.34078371694883,15771
91789,40.04285190423804,19089
91790,35.87850109932129,20922
91791,39.498683170924416,15188
91792,40.56818828213879,14064
91801,34.416941736393646,26054
91803,33.755610330365684,13591
