ZCTA5CE,rent_to_income,pct_rent_burden_30,pct_rent_burden_50,zori,commute_min_proxy,pct_commute_lt10,pct_commute_10_19,pct_commute_20_29,pct_commute_30_44,pct_commute_45_59,pct_commute_60_plus,ttw_total,pct_drive_alone,pct_carpool,pct_car,pct_transit,pct_walk,pct_wfh,renter_share,vehicle_access,total_pop,pop_density,job_density,pct_white,pct_black,pct_asian,pct_hispanic,pct_other,median_income,income_segment,stops_per_km2,distance_to_cbd_km,job_accessibility,period
33004,0.3353977989496107,51.14000970456872,4.915857987248922,2392.1257575757577,31.627907704401842,4.338436807483346,25.906476545689678,26.704653844282085,24.09632544230541,8.508637024114867,10.445470336124606,5752.0,78.00764156886885,5.657260417626833,83.66490198649568,1.6900956957865874,0.6938890369975415,10.458245956311918,54.083103657258086,87.21587487226087,13297.0,647.3560623175692,667.4627069544915,47.62728434985335,9.708956907573137,1.4664962021508612,37.181319094532604,4.01594344589005,69148.79160712943,Medium,0.4868436958092571,32.28188412948162,284045.832338794,2026-06-30
33009,0.4118366313250643,56.97343884151144,10.500412253444706,2407.608771929825,34.43140918266044,5.985000327555051,21.630979947715325,20.36140784617558,26.292233611007838,14.063544936855198,11.666833330691011,18134.0,73.77901258268469,8.849205877658887,82.62821846034356,3.1416213022855337,2.156508019083723,8.47360958655649,47.823806384714736,96.66255729854379,43461.0,3077.5325859922227,894.1350627763695,38.71056809553393,17.48694231609949,1.143553990934401,38.83481742251674,3.8241181749154416,54083.87637191965,Low,2.0535294860627795,23.84362167562421,285466.77102814807,2026-06-30
33010,0.39275568557160817,56.55769530817622,4.490017489501987,2242.9166666666665,31.291492940513177,4.967480064297376,23.15055886829256,22.418440364831042,32.68331862742781,7.341059970000925,9.439142105150294,22118.0,75.56701075744142,8.65250094683574,84.21951170427717,2.1655851904052232,1.4738164450170386,9.258434759038728,66.84913783342712,63.916190041470244,49557.0,4366.644216527188,1256.8519705499486,2.812922493290554,0.5448271687148133,0.1997699618620982,95.53241721653853,0.9100631595940029,48634.195572774785,Low,19.12064481276913,10.749677657448855,429120.25625730783,2026-06-30
33012,0.43026106706787426,63.60850612927318,6.536142896852044,2277.1075336700337,33.42951754822965,4.22141506482181,22.303722849633996,22.204445430233378,30.156219028078254,8.895713556944019,12.218484070288536,28568.0,74.4450023547273,12.101092003571473,86.54609435829877,2.37070703915037,1.4193017638554692,8.546934499281416,43.70573659961697,57.53874338188538,67976.0,4299.884418662758,1053.780371462029,3.279098505354831,1.2916323408261738,0.13239967047193127,95.2424385077086,0.05443097563846063,48597.507281981874,Low,11.449321521977746,14.887210145940331,391329.85606761614,2026-06-30
33013,0.3084995384413675,58.17030392551391,10.720310647932243,2674.9,34.82493924015801,4.5512928162054465,16.89151091850324,21.918659458160118,30.566800949328783,13.880199203779386,12.191536654023025,10275.0,74.10514726659169,9.678661151798696,83.78380841839038,2.6432475613011857,0.353479274063722,12.235676292890515,35.57141164523093,42.3151868083618,21994.0,2233.970115873653,884.6903568818549,4.328453214513049,0.6501773210875693,0.4410293716468128,94.35755205965263,0.22278803309993633,71588.32417932163,Medium,13.813764470256288,12.38819220968948,402338.241630676,2026-06-30
33014,0.29222333474928486,48.76936973760642,4.517397154365461,2347.8989974937344,32.07431549048173,5.202725057982738,25.76049343447712,17.918334019802213,29.83280276645498,12.531386196332306,8.75425852495064,20445.0,81.46089582612605,8.685959525851057,90.14685535197711,1.1411955133800227,0.5284540163103746,5.889154477120511,52.71682800365884,54.68477153818848,41349.0,2117.9385640914957,1364.682027693287,5.252847710948269,1.1656871992067523,0.909332752908172,92.05543060291663,0.6167017340201698,73049.09284384144,Medium,5.378208644214058,17.92821510601547,356021.33116567455,2026-06-30
33015,0.3648198615790016,59.98761804794378,7.133503903477564,2325.6990740740744,37.00478106688831,2.995004121253884,17.637605207476486,20.80028082226624,32.944361962048625,11.010026205869337,14.61272168108543,34419.0,81.90449051223723,8.924004547846982,90.82849506008422,0.8984026705667573,0.4224340564455598,6.114648573533464,43.86930713187876,44.62736891864895,68386.0,4056.675850126357,548.3565577540439,5.878396162957331,6.186938847132454,0.5673675898575732,85.33471763226392,2.0325797677887287,-16868793.549381454,Low,4.449020102937396,22.265434519414114,312214.05069208203,2026-06-30
33016,0.38390776001390264,50.149482937248536,3.087407765519011,2349.875901875902,31.837580596693318,6.29916108099989,23.91173149168548,21.253964882944864,28.36353914654227,9.066489468131397,11.105113929696104,20132.0,73.10793285812919,11.383443153312282,84.49137601144147,1.1305005714887488,1.0551744635022644,12.445366998303761,46.548591791198874,52.130878766249474,45285.0,3735.409469104597,1801.7566309738704,3.182069117809429,0.81042287733245,0.7684663795958927,94.88130727614,0.3577343491222259,64924.334503698796,Low,4.454280917117108,19.13993763980877,341060.4425370094,2026-06-30
33018,0.3097095812024179,56.63006083410682,6.434282873271002,3026.8575737987503,35.660209243709915,4.273616173111643,21.16017045646274,20.293019782576362,26.46498731834936,14.556498472108014,13.251707797391886,26752.0,77.89667416065488,8.6512946215468,86.54796878220165,0.580579812187458,0.21689313726118248,11.97768904905892,25.702967175469578,31.565508589946482,56395.0,666.583564921345,114.33394491504868,3.8389928185122795,0.45571415905665397,1.241244791204894,93.50828974199841,0.9557584892277684,95396.44952566717,High,0.047279621592080504,25.655781279519015,236503.78956956475,2026-06-30
33019,0.25051642568747146,58.276350799510695,9.106767457021265,3334.0178362573097,34.549507882935515,5.039853208598672,28.075173952130598,14.060255414339995,24.719937437653286,13.934668470675893,14.170111516601562,4317.0,75.92676378040728,3.529686782922111,79.4564505633294,0.7977583685659125,1.0053046932981209,18.129761582204683,22.219120548922742,84.38272681175867,12036.0,805.1363782886416,237.80822738585252,61.75639747424393,2.035559986706547,0.9056164838816883,29.71086739780658,5.59155865736125,83817.61257892988,Medium,0.06689401614229326,28.574516712972645,258556.19529168514,2026-06-30
33020,0.3437031268079404,57.89240885976141,4.365849610876418,2164.808069865725,31.763889326688282,6.313874095323261,26.408197373465285,19.864096520342603,27.828173650169852,8.955274902260811,10.63038345843819,23690.0,64.04870255134037,11.43870404441092,75.4874065957513,5.768991105318063,3.244684731639165,8.466264597837325,68.33292786421458,92.99444819012115,48191.0,3051.9065731675546,1358.6053768164916,27.42835799215621,27.48230997489158,1.3508746446431907,40.44531136519267,3.2931460231163494,54586.388848540184,Low,0.8232820537274222,27.42547729233784,294543.9625452241,2026-06-30
